symbol,month,timestamp,open,high,low,close,volume,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,c-o,h-c,l-c,h-o,l-o,h-l,unnamed: 19,unnamed: 20,unnamed: 21,unnamed: 22,unnamed: 23,unnamed: 24,unnamed: 25,hc<co,hc<ho,lc<co,up,961 / 776,958 / 799,unnamed: 32,unnamed: 33,J,K,L,next_open,next_close,J_next,U,body_pct,upper_wick_pct,lower_wick_pct,next_body_pct,next_move_pct,U_pct,abs_U_pct,direction
BTCUSDT,2026-07,2026-07-23 04:00:00+00:00,65662.5300000000,65738.9900000000,65590.1200000000,65616.4800000000,0.0000000000,-0.215166109,65632.06018,65691.0100000000,-1.0000000000,1.0000000000,-46.0500000000,122.5100000000,-26.3600000000,76.4600000000,-72.4100000000,148.8700000000,120.5700000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-46.0500000000,92.1000000000,-46.0500000000,122.5100000000,26.3600000000,65616.4900000000,65691.0100000000,74.5200000000,120.5700000000,-0.0007013132,0.0018657521,0.0004014466,0.0011356901,0.0004337329,0.0018362070,0.0018362070,1
ETHUSDT,2026-07,2026-07-23 04:00:00+00:00,1920.5600000000,1926.0200000000,1918.6300000000,1919.7400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8200000000,6.2800000000,1.1100000000,1919.7400000000,1922.7700000000,3.0300000000,3.8500000000,-0.0004269588,0.0032698796,0.0005779564,0.0015783387,0.0011507060,0.0020046237,0.0020046237,1
SOLUSDT,2026-07,2026-07-23 04:00:00+00:00,77.6000000000,77.8300000000,77.3800000000,77.5300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0700000000,0.3000000000,0.1500000000,77.5300000000,77.5300000000,0.0000000000,0.0700000000,-0.0009020619,0.0038659794,0.0019329897,0.0000000000,-0.0009020619,0.0009020619,0.0009020619,0
XRPUSDT,2026-07,2026-07-23 04:00:00+00:00,1.1337000000,1.1377000000,1.1325000000,1.1361000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024000000,0.0016000000,0.0036000000,1.1361000000,1.1345000000,-0.0016000000,-0.0040000000,0.0021169622,0.0014113081,0.0031754432,-0.0014083267,0.0007056541,-0.0035282703,0.0035282703,-1
BTCUSDT,2026-07,2026-07-23 05:00:00+00:00,65616.4900000000,65797.9300000000,65570.1200000000,65691.0100000000,0.0000000000,0,65691.01,65790.0000000000,1.0000000000,1.0000000000,74.5200000000,106.9200000000,-120.8900000000,181.4400000000,-46.3700000000,227.8100000000,24.4700000000,,c-o,1.0000000000,,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,74.5200000000,149.0400000000,74.5200000000,106.9200000000,120.8900000000,65691.0100000000,65790.0000000000,98.9900000000,24.4700000000,0.0011356901,0.0016294684,0.0018423722,0.0015069033,0.0026443048,0.0003729245,0.0003729245,1
ETHUSDT,2026-07,2026-07-23 05:00:00+00:00,1919.7400000000,1928.6900000000,1918.3100000000,1922.7700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0300000000,5.9200000000,4.4600000000,1922.7800000000,1925.3900000000,2.6100000000,-0.4200000000,0.0015783387,0.0030837509,0.0023232313,0.0013574096,0.0029431069,-0.0002187796,0.0002187796,1
SOLUSDT,2026-07,2026-07-23 05:00:00+00:00,77.5300000000,77.7200000000,77.4000000000,77.5300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.1900000000,0.1300000000,77.5300000000,77.5700000000,0.0400000000,0.0400000000,0.0000000000,0.0024506643,0.0016767703,0.0005159293,0.0005159293,0.0005159293,0.0005159293,1
XRPUSDT,2026-07,2026-07-23 05:00:00+00:00,1.1361000000,1.1379000000,1.1334000000,1.1345000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016000000,0.0034000000,0.0011000000,1.1345000000,1.1368000000,0.0023000000,0.0039000000,-0.0014083267,0.0029926943,0.0009682246,0.0020273248,0.0006161429,0.0034327964,0.0034327964,1
BTCUSDT,2026-07,2026-07-23 06:00:00+00:00,65691.0100000000,65821.1700000000,65625.2000000000,65790.0000000000,0.0000000000,5.287135066,65442.05364,65442.1300000000,-1.0000000000,-1.0000000000,98.9900000000,31.1700000000,-164.8000000000,130.1600000000,-65.8100000000,195.9700000000,-446.8600000000,-65.8100000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,98.9900000000,197.9800000000,98.9900000000,31.1700000000,164.8000000000,65790.0000000000,65442.1300000000,-347.8700000000,-446.8600000000,0.0015069033,0.0004744942,0.0025087147,-0.0052875817,-0.0037886463,-0.0068024529,0.0068024529,-1
ETHUSDT,2026-07,2026-07-23 06:00:00+00:00,1922.7800000000,1926.8300000000,1921.0700000000,1925.3900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6100000000,1.4400000000,4.3200000000,1925.3900000000,1915.6500000000,-9.7400000000,-12.3500000000,0.0013574096,0.0007489156,0.0022467469,-0.0050587154,-0.0037081725,-0.0064229917,0.0064229917,-1
SOLUSDT,2026-07,2026-07-23 06:00:00+00:00,77.5300000000,77.5900000000,77.3700000000,77.5700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0400000000,0.0200000000,0.2000000000,77.5800000000,77.1600000000,-0.4200000000,-0.4600000000,0.0005159293,0.0002579647,0.0025796466,-0.0054137664,-0.0047723462,-0.0059331872,0.0059331872,-1
XRPUSDT,2026-07,2026-07-23 06:00:00+00:00,1.1345000000,1.1371000000,1.1334000000,1.1368000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023000000,0.0003000000,0.0034000000,1.1368000000,1.1338000000,-0.0030000000,-0.0053000000,0.0020273248,0.0002644337,0.0029969149,-0.0026389866,-0.0006170119,-0.0046716615,0.0046716615,-1
BTCUSDT,2026-07,2026-07-23 07:00:00+00:00,65790.0000000000,65790.0000000000,65351.0200000000,65442.1300000000,0.0000000000,-0.261908184,65557.10245,65633.0000000000,-1.0000000000,1.0000000000,-347.8700000000,347.8700000000,-91.1100000000,0.0000000000,-438.9800000000,438.9800000000,538.7500000000,,0,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-347.8700000000,695.7400000000,-347.8700000000,347.8700000000,91.1100000000,65442.1200000000,65633.0000000000,190.8800000000,538.7500000000,-0.0052875817,0.0052875817,0.0013848609,0.0029167759,-0.0023863809,0.0081889345,0.0081889345,1
ETHUSDT,2026-07,2026-07-23 07:00:00+00:00,1925.3900000000,1925.3900000000,1912.6000000000,1915.6500000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7400000000,9.7400000000,3.0500000000,1915.6500000000,1926.5400000000,10.8900000000,20.6300000000,-0.0050587154,0.0050587154,0.0015840947,0.0056847545,0.0005972816,0.0107147123,0.0107147123,1
SOLUSDT,2026-07,2026-07-23 07:00:00+00:00,77.5800000000,77.5800000000,77.0400000000,77.1600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4200000000,0.4200000000,0.1200000000,77.1600000000,77.4700000000,0.3100000000,0.7300000000,-0.0054137664,0.0054137664,0.0015467904,0.0040176257,-0.0014178912,0.0094096417,0.0094096417,1
XRPUSDT,2026-07,2026-07-23 07:00:00+00:00,1.1368000000,1.1369000000,1.1296000000,1.1338000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0030000000,0.0031000000,0.0042000000,1.1337000000,1.1359000000,0.0022000000,0.0052000000,-0.0026389866,0.0027269529,0.0036945813,0.0019405486,-0.0007916960,0.0045742435,0.0045742435,1
BTCUSDT,2026-07,2026-07-23 08:00:00+00:00,65442.1200000000,65665.9900000000,65419.7500000000,65633.0000000000,0.0000000000,6.464080024,65488.39853,65638.9200000000,-1.0000000000,-1.0000000000,190.8800000000,32.9900000000,-213.2500000000,223.8700000000,-22.3700000000,246.2400000000,-184.9500000000,-22.3700000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,190.8800000000,381.7600000000,190.8800000000,32.9900000000,213.2500000000,65632.9900000000,65638.9200000000,5.9300000000,-184.9500000000,0.0029167759,0.0005041096,0.0032586047,0.0000903509,0.0030072375,-0.0028261615,0.0028261615,1
ETHUSDT,2026-07,2026-07-23 08:00:00+00:00,1915.6500000000,1927.4100000000,1914.4400000000,1926.5400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8900000000,0.8700000000,12.1000000000,1926.5400000000,1924.3600000000,-2.1800000000,-13.0700000000,0.0056847545,0.0004541539,0.0063163939,-0.0011315623,0.0045467596,-0.0068227495,0.0068227495,-1
SOLUSDT,2026-07,2026-07-23 08:00:00+00:00,77.1600000000,77.5000000000,77.1100000000,77.4700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3100000000,0.0300000000,0.3600000000,77.4700000000,77.4900000000,0.0200000000,-0.2900000000,0.0040176257,0.0003888025,0.0046656299,0.0002581645,0.0042768274,-0.0037584241,0.0037584241,1
XRPUSDT,2026-07,2026-07-23 08:00:00+00:00,1.1337000000,1.1368000000,1.1326000000,1.1359000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022000000,0.0009000000,0.0033000000,1.1358000000,1.1329000000,-0.0029000000,-0.0051000000,0.0019405486,0.0007938608,0.0029108230,-0.0025532664,-0.0007056541,-0.0044985446,0.0044985446,-1
BTCUSDT,2026-07,2026-07-23 09:00:00+00:00,65632.9900000000,65757.9900000000,65608.1800000000,65638.9200000000,0.0000000000,0,65638.92,65740.0000000000,1.0000000000,1.0000000000,5.9300000000,119.0700000000,-30.7400000000,125.0000000000,-24.8100000000,149.8100000000,95.1500000000,,h-c,1.0000000000,,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,5.9300000000,11.8600000000,5.9300000000,119.0700000000,30.7400000000,65638.9200000000,65740.0000000000,101.0800000000,95.1500000000,0.0000903509,0.0018141791,0.0004683620,0.0015399400,0.0016304301,0.0014497283,0.0014497283,1
ETHUSDT,2026-07,2026-07-23 09:00:00+00:00,1926.5400000000,1931.6600000000,1923.4000000000,1924.3600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1800000000,7.3000000000,0.9600000000,1924.3600000000,1928.1400000000,3.7800000000,5.9600000000,-0.0011315623,0.0037891765,0.0004983027,0.0019642894,0.0008305044,0.0030936290,0.0030936290,1
SOLUSDT,2026-07,2026-07-23 09:00:00+00:00,77.4700000000,77.6500000000,77.4000000000,77.4900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200000000,0.1600000000,0.0900000000,77.4900000000,77.7400000000,0.2500000000,0.2300000000,0.0002581645,0.0020653156,0.0011617400,0.0032262227,0.0034852201,0.0029688912,0.0029688912,1
XRPUSDT,2026-07,2026-07-23 09:00:00+00:00,1.1358000000,1.1373000000,1.1328000000,1.1329000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0029000000,0.0044000000,0.0001000000,1.1329000000,1.1349000000,0.0020000000,0.0049000000,-0.0025532664,0.0038739215,0.0000880437,0.0017653809,-0.0007923930,0.0043141398,0.0043141398,1
BTCUSDT,2026-07,2026-07-23 10:00:00+00:00,65638.9200000000,65792.0900000000,65589.6900000000,65740.0000000000,0.0000000000,2.885582645,65597.94277,65555.2100000000,1.0000000000,-1.0000000000,101.0800000000,52.0900000000,-150.3100000000,153.1700000000,-49.2300000000,202.4000000000,-285.8700000000,-49.2300000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,101.0800000000,202.1600000000,101.0800000000,52.0900000000,150.3100000000,65740.0000000000,65555.2100000000,-184.7900000000,-285.8700000000,0.0015399400,0.0007935841,0.0022899524,-0.0028109218,-0.0012753104,-0.0043551905,0.0043551905,-1
ETHUSDT,2026-07,2026-07-23 10:00:00+00:00,1924.3600000000,1930.4300000000,1922.1300000000,1928.1400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7800000000,2.2900000000,6.0100000000,1928.1500000000,1926.0400000000,-2.1100000000,-5.8900000000,0.0019642894,0.0011900060,0.0031231163,-0.0010943132,0.0008730175,-0.0030607579,0.0030607579,-1
SOLUSDT,2026-07,2026-07-23 10:00:00+00:00,77.4900000000,77.8100000000,77.4300000000,77.7400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2500000000,0.0700000000,0.3100000000,77.7500000000,77.6700000000,-0.0800000000,-0.3300000000,0.0032262227,0.0009033424,0.0040005162,-0.0010289389,0.0023228804,-0.0042586140,0.0042586140,-1
XRPUSDT,2026-07,2026-07-23 10:00:00+00:00,1.1329000000,1.1366000000,1.1316000000,1.1349000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020000000,0.0017000000,0.0033000000,1.1350000000,1.1324000000,-0.0026000000,-0.0046000000,0.0017653809,0.0015005737,0.0029128785,-0.0022907489,-0.0004413452,-0.0040603760,0.0040603760,-1
BTCUSDT,2026-07,2026-07-23 11:00:00+00:00,65740.0000000000,65740.0100000000,65540.9300000000,65555.2100000000,0.0000000000,-0.077272727,65570.59268,65167.0400000000,1.0000000000,-1.0000000000,-184.7900000000,184.8000000000,-14.2800000000,0.0100000000,-199.0700000000,199.0800000000,-203.3800000000,-199.0700000000,,-1.0000000000,l-c,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,,,-184.7900000000,369.5800000000,-184.7900000000,184.8000000000,14.2800000000,65555.2100000000,65167.0400000000,-388.1700000000,-203.3800000000,-0.0028109218,0.0028110739,0.0002172193,-0.0059212685,-0.0087155461,-0.0030937025,0.0030937025,-1
ETHUSDT,2026-07,2026-07-23 11:00:00+00:00,1928.1500000000,1929.0800000000,1924.6300000000,1926.0400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1100000000,3.0400000000,1.4100000000,1926.0300000000,1904.6400000000,-21.3900000000,-19.2800000000,-0.0010943132,0.0015766408,0.0007312709,-0.0111057460,-0.0121930348,-0.0099992221,0.0099992221,-1
SOLUSDT,2026-07,2026-07-23 11:00:00+00:00,77.7500000000,77.8700000000,77.5700000000,77.6700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0800000000,0.2000000000,0.1000000000,77.6700000000,76.9400000000,-0.7300000000,-0.6500000000,-0.0010289389,0.0025723473,0.0012861736,-0.0093987383,-0.0104180064,-0.0083601286,0.0083601286,-1
XRPUSDT,2026-07,2026-07-23 11:00:00+00:00,1.1350000000,1.1363000000,1.1315000000,1.1324000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026000000,0.0039000000,0.0009000000,1.1324000000,1.1220000000,-0.0104000000,-0.0078000000,-0.0022907489,0.0034361233,0.0007929515,-0.0091840339,-0.0114537445,-0.0068722467,0.0068722467,-1
BTCUSDT,2026-07,2026-07-23 12:00:00+00:00,65555.2100000000,65589.4100000000,64988.0500000000,65167.0400000000,0.0000000000,-0.423775363,65407.38843,64880.0000000000,-1.0000000000,1.0000000000,-388.1700000000,422.3700000000,-178.9900000000,34.2000000000,-567.1600000000,601.3600000000,101.1200000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-388.1700000000,776.3400000000,-388.1700000000,422.3700000000,178.9900000000,65167.0500000000,64880.0000000000,-287.0500000000,101.1200000000,-0.0059212685,0.0064429662,0.0027303703,-0.0044048334,-0.0102998679,0.0015425166,0.0015425166,-1
ETHUSDT,2026-07,2026-07-23 12:00:00+00:00,1926.0300000000,1927.9900000000,1894.0000000000,1904.6400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3900000000,23.3500000000,10.6400000000,1904.6700000000,1898.7200000000,-5.9500000000,15.4400000000,-0.0111057460,0.0121233833,0.0055243169,-0.0031239007,-0.0141794261,0.0080164899,0.0080164899,-1
SOLUSDT,2026-07,2026-07-23 12:00:00+00:00,77.6700000000,77.7400000000,76.5000000000,76.9400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7300000000,0.8000000000,0.4400000000,76.9400000000,76.7000000000,-0.2400000000,0.4900000000,-0.0093987383,0.0102999871,0.0056649929,-0.0031193138,-0.0124887344,0.0063087421,0.0063087421,-1
XRPUSDT,2026-07,2026-07-23 12:00:00+00:00,1.1324000000,1.1338000000,1.1193000000,1.1220000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0104000000,0.0118000000,0.0027000000,1.1220000000,1.1116000000,-0.0104000000,-0.0000000000,-0.0091840339,0.0104203462,0.0023843165,-0.0092691622,-0.0183680678,-0.0000000000,0.0000000000,-1
BTCUSDT,2026-07,2026-07-23 13:00:00+00:00,65167.0500000000,65221.2900000000,64863.6200000000,64880.0000000000,0.0000000000,-0.047994374,64894.56293,64909.9900000000,-1.0000000000,1.0000000000,-287.0500000000,341.2900000000,-16.3800000000,54.2400000000,-303.4300000000,357.6700000000,317.0400000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-287.0500000000,574.1000000000,-287.0500000000,341.2900000000,16.3800000000,64880.0000000000,64909.9900000000,29.9900000000,317.0400000000,-0.0044048334,0.0052371559,0.0002513540,0.0004622380,-0.0039446315,0.0048650353,0.0048650353,1
ETHUSDT,2026-07,2026-07-23 13:00:00+00:00,1904.6700000000,1909.1900000000,1895.4700000000,1898.7200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9500000000,10.4700000000,3.2500000000,1898.7300000000,1896.4300000000,-2.3000000000,3.6500000000,-0.0031239007,0.0054970152,0.0017063323,-0.0012113360,-0.0043262087,0.0019163425,0.0019163425,-1
SOLUSDT,2026-07,2026-07-23 13:00:00+00:00,76.9400000000,77.0500000000,76.5700000000,76.7000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2400000000,0.3500000000,0.1300000000,76.7000000000,76.4300000000,-0.2700000000,-0.0300000000,-0.0031193138,0.0045489992,0.0016896283,-0.0035202086,-0.0066285417,-0.0003899142,0.0003899142,-1
XRPUSDT,2026-07,2026-07-23 13:00:00+00:00,1.1220000000,1.1220000000,1.1111000000,1.1116000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0104000000,0.0104000000,0.0005000000,1.1116000000,1.1100000000,-0.0016000000,0.0088000000,-0.0092691622,0.0092691622,0.0004456328,-0.0014393667,-0.0106951872,0.0078431373,0.0078431373,-1
BTCUSDT,2026-07,2026-07-23 14:00:00+00:00,64880.0000000000,65216.2400000000,64822.1300000000,64909.9900000000,0.0000000000,0,64909.99,64958.3600000000,1.0000000000,1.0000000000,29.9900000000,306.2500000000,-87.8600000000,336.2400000000,-57.8700000000,394.1100000000,18.3700000000,,c-o,1.0000000000,,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,29.9900000000,59.9800000000,29.9900000000,306.2500000000,87.8600000000,64910.0000000000,64958.3600000000,48.3600000000,18.3700000000,0.0004622380,0.0047202528,0.0013541924,0.0007450316,0.0012077682,0.0002831381,0.0002831381,1
ETHUSDT,2026-07,2026-07-23 14:00:00+00:00,1898.7300000000,1907.2600000000,1892.5000000000,1896.4300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3000000000,10.8300000000,3.9300000000,1896.4400000000,1895.2300000000,-1.2100000000,1.0900000000,-0.0012113360,0.0057038125,0.0020698046,-0.0006380376,-0.0018433374,0.0005740679,0.0005740679,-1
SOLUSDT,2026-07,2026-07-23 14:00:00+00:00,76.7000000000,76.8900000000,76.3400000000,76.4300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2700000000,0.4600000000,0.0900000000,76.4400000000,76.3900000000,-0.0500000000,0.2200000000,-0.0035202086,0.0059973924,0.0011734029,-0.0006541078,-0.0040417210,0.0028683181,0.0028683181,-1
XRPUSDT,2026-07,2026-07-23 14:00:00+00:00,1.1116000000,1.1160000000,1.1085000000,1.1100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016000000,0.0060000000,0.0015000000,1.1101000000,1.1128000000,0.0027000000,0.0043000000,-0.0014393667,0.0053976250,0.0013494063,0.0024322133,0.0010795250,0.0038682979,0.0038682979,1
BTCUSDT,2026-07,2026-07-23 15:00:00+00:00,64910.0000000000,65023.6800000000,64728.0000000000,64958.3600000000,0.0000000000,0,64958.36,64756.8400000000,1.0000000000,-1.0000000000,48.3600000000,65.3200000000,-230.3600000000,113.6800000000,-182.0000000000,295.6800000000,-249.8900000000,-182.0000000000,,-1.0000000000,l-o,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,48.3600000000,96.7200000000,48.3600000000,65.3200000000,230.3600000000,64958.3700000000,64756.8400000000,-201.5300000000,-249.8900000000,0.0007450316,0.0010063164,0.0035489139,-0.0031024485,-0.0023595748,-0.0038497920,0.0038497920,-1
ETHUSDT,2026-07,2026-07-23 15:00:00+00:00,1896.4400000000,1897.8800000000,1882.9800000000,1895.2300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2100000000,2.6500000000,12.2500000000,1895.2300000000,1887.9500000000,-7.2800000000,-6.0700000000,-0.0006380376,0.0013973550,0.0064594714,-0.0038412224,-0.0044768092,-0.0032007340,0.0032007340,-1
SOLUSDT,2026-07,2026-07-23 15:00:00+00:00,76.4400000000,76.4500000000,75.8600000000,76.3900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0500000000,0.0600000000,0.5300000000,76.3900000000,76.0100000000,-0.3800000000,-0.3300000000,-0.0006541078,0.0007849294,0.0069335426,-0.0049744731,-0.0056253271,-0.0043171115,0.0043171115,-1
XRPUSDT,2026-07,2026-07-23 15:00:00+00:00,1.1101000000,1.1145000000,1.1038000000,1.1128000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027000000,0.0017000000,0.0090000000,1.1128000000,1.1086000000,-0.0042000000,-0.0069000000,0.0024322133,0.0015313936,0.0081073777,-0.0037742631,-0.0013512296,-0.0062156562,0.0062156562,-1
BTCUSDT,2026-07,2026-07-23 16:00:00+00:00,64958.3700000000,64961.1500000000,64704.5700000000,64756.8400000000,0.0000000000,-0.255836719,64821.77136,64681.2700000000,-1.0000000000,1.0000000000,-201.5300000000,204.3100000000,-52.2700000000,2.7800000000,-253.8000000000,256.5800000000,125.9600000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-201.5300000000,403.0600000000,-201.5300000000,204.3100000000,52.2700000000,64756.8400000000,64681.2700000000,-75.5700000000,125.9600000000,-0.0031024485,0.0031452452,0.0008046692,-0.0011669810,-0.0042658090,0.0019390881,0.0019390881,-1
ETHUSDT,2026-07,2026-07-23 16:00:00+00:00,1895.2300000000,1895.4100000000,1884.6900000000,1887.9500000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.2800000000,7.4600000000,3.2600000000,1887.9400000000,1878.3100000000,-9.6300000000,-2.3500000000,-0.0038412224,0.0039361977,0.0017201078,-0.0051007977,-0.0089276763,-0.0012399550,0.0012399550,-1
SOLUSDT,2026-07,2026-07-23 16:00:00+00:00,76.3900000000,76.3900000000,75.8300000000,76.0100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3800000000,0.3800000000,0.1800000000,76.0000000000,75.6500000000,-0.3500000000,0.0300000000,-0.0049744731,0.0049744731,0.0023563294,-0.0046052632,-0.0096871318,0.0003927216,0.0003927216,-1
XRPUSDT,2026-07,2026-07-23 16:00:00+00:00,1.1128000000,1.1128000000,1.1076000000,1.1086000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0042000000,0.0042000000,0.0010000000,1.1085000000,1.1032000000,-0.0053000000,-0.0011000000,-0.0037742631,0.0037742631,0.0008986341,-0.0047812359,-0.0086268871,-0.0009884975,0.0009884975,-1
BTCUSDT,2026-07,2026-07-23 17:00:00+00:00,64756.8400000000,64900.0000000000,64650.0000000000,64681.2700000000,0.0000000000,-0.142961642,64696.54402,64869.1200000000,1.0000000000,1.0000000000,-75.5700000000,218.7300000000,-31.2700000000,143.1600000000,-106.8400000000,250.0000000000,263.4300000000,,0,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-75.5700000000,151.1400000000,-75.5700000000,218.7300000000,31.2700000000,64681.2600000000,64869.1200000000,187.8600000000,263.4300000000,-0.0011669810,0.0033777127,0.0004828834,0.0029043961,0.0017338709,0.0040679873,0.0040679873,1
ETHUSDT,2026-07,2026-07-23 17:00:00+00:00,1887.9400000000,1892.1800000000,1875.0100000000,1878.3100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.6300000000,13.8700000000,3.3000000000,1878.3100000000,1881.1900000000,2.8800000000,12.5100000000,-0.0051007977,0.0073466318,0.0017479369,0.0015332932,-0.0035753255,0.0066262699,0.0066262699,1
SOLUSDT,2026-07,2026-07-23 17:00:00+00:00,76.0000000000,76.1700000000,75.4700000000,75.6500000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3500000000,0.5200000000,0.1800000000,75.6500000000,75.8100000000,0.1600000000,0.5100000000,-0.0046052632,0.0068421053,0.0023684211,0.0021150033,-0.0025000000,0.0067105263,0.0067105263,1
XRPUSDT,2026-07,2026-07-23 17:00:00+00:00,1.1085000000,1.1104000000,1.1006000000,1.1032000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0053000000,0.0072000000,0.0026000000,1.1032000000,1.1054000000,0.0022000000,0.0075000000,-0.0047812359,0.0064952639,0.0023455120,0.0019941987,-0.0027965719,0.0067658999,0.0067658999,1
BTCUSDT,2026-07,2026-07-23 18:00:00+00:00,64681.2600000000,64948.0500000000,64680.0000000000,64869.1200000000,0.0000000000,2.39604713,64866.10098,64846.9400000000,-1.0000000000,-1.0000000000,187.8600000000,78.9300000000,-189.1200000000,266.7900000000,-1.2600000000,268.0500000000,-210.0500000000,-1.2600000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,187.8600000000,375.7200000000,187.8600000000,78.9300000000,189.1200000000,64869.1300000000,64846.9400000000,-22.1900000000,-210.0500000000,0.0029043961,0.0012202916,0.0029238763,-0.0003420733,0.0025614838,-0.0032474630,0.0032474630,-1
ETHUSDT,2026-07,2026-07-23 18:00:00+00:00,1878.3100000000,1884.5200000000,1876.0500000000,1881.1900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8800000000,3.3300000000,5.1400000000,1881.1900000000,1875.6500000000,-5.5400000000,-8.4200000000,0.0015332932,0.0017728703,0.0027365025,-0.0029449444,-0.0014161667,-0.0044827531,0.0044827531,-1
SOLUSDT,2026-07,2026-07-23 18:00:00+00:00,75.6500000000,75.8500000000,75.5600000000,75.8100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1600000000,0.0400000000,0.2500000000,75.8100000000,75.7500000000,-0.0600000000,-0.2200000000,0.0021150033,0.0005287508,0.0033046927,-0.0007914523,0.0013218771,-0.0029081295,0.0029081295,-1
